name,value,units,def_num,raw_value
heart_rate,142,bpm,3,142
cadence,91,rpm,4,91
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,811.7926025390625,c/hr,1,811.7926025390625
rE,127.52996826171875,runEco,2,127.52996826171875
pwr,,w,5,
tpRE,1.7855063676834106,runEco,9,1.7855063676834106
frnrRE,138.3572540283203,runEco,10,138.3572540283203
timestamp,2022-05-04T13:49:38+00:00,,253,1020606578
position_lat,38.7927848752588,deg,0,462815951
position_long,-77.04950454644859,deg,1,-919236395
distance,0.71616,km,5,71616
enhanced_altitude,-1.1999999999999886,m,78,-1.1999999999999886
altitude,-1.1999999999999886,m,2,2494
enhanced_speed,11.826,km/h,73,3.285
speed,11.826,km/h,6,3285
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,811.7926025390625,c/hr,1,811.7926025390625
rE,127.52996826171875,runEco,2,127.52996826171875
pwr,,w,5,
tpRE,1.790578842163086,runEco,9,1.790578842163086
frnrRE,138.38885498046875,runEco,10,138.38885498046875
timestamp,2022-05-04T13:49:39+00:00,,253,1020606579
position_lat,38.79275637678802,deg,0,462815611
position_long,-77.04951745457947,deg,1,-919236549
distance,0.7195199999999999,km,5,71952
enhanced_altitude,-1.1999999999999886,m,78,-1.1999999999999886
altitude,-1.1999999999999886,m,2,2494
enhanced_speed,11.826,km/h,73,3.285
speed,11.826,km/h,6,3285
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,812.9837036132812,c/hr,1,812.9837036132812
rE,127.52996826171875,runEco,2,127.52996826171875
pwr,,w,5,
tpRE,1.790578842163086,runEco,9,1.790578842163086
frnrRE,138.3819580078125,runEco,10,138.3819580078125
timestamp,2022-05-04T13:49:40+00:00,,253,1020606580
position_lat,38.79273005761206,deg,0,462815297
position_long,-77.04953111708164,deg,1,-919236712
distance,0.7226699999999999,km,5,72267
enhanced_altitude,-1.3999999999999773,m,78,-1.3999999999999773
altitude,-1.3999999999999773,m,2,2493
enhanced_speed,11.826,km/h,73,3.285
speed,11.826,km/h,6,3285
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,812.9837036132812,c/hr,1,812.9837036132812
rE,127.52996826171875,runEco,2,127.52996826171875
pwr,,w,5,
tpRE,1.7702889442443848,runEco,9,1.7702889442443848
frnrRE,138.34811401367188,runEco,10,138.34811401367188
timestamp,2022-05-04T13:49:41+00:00,,253,1020606581
position_lat,38.79269954748452,deg,0,462814933
position_long,-77.04954595305026,deg,1,-919236889
distance,0.72629,km,5,72629
enhanced_altitude,-1.6000000000000227,m,78,-1.6000000000000227
altitude,-1.6000000000000227,m,2,2492
enhanced_speed,11.725200000000001,km/h,73,3.257
speed,11.725200000000001,km/h,6,3257
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,92,rpm,4,92
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,812.9837036132812,c/hr,1,812.9837036132812
rE,127.52996826171875,runEco,2,127.52996826171875
pwr,,w,5,
tpRE,1.765216588973999,runEco,9,1.765216588973999
frnrRE,138.3876190185547,runEco,10,138.3876190185547
timestamp,2022-05-04T13:49:42+00:00,,253,1020606582
position_lat,38.792669204995036,deg,0,462814571
position_long,-77.04956288449466,deg,1,-919237091
distance,0.72996,km,5,72996
enhanced_altitude,-2.0,m,78,-2.0
altitude,-2.0,m,2,2490
enhanced_speed,11.692800000000002,km/h,73,3.248
speed,11.692800000000002,km/h,6,3248
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,92,rpm,4,92
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,812.9837036132812,c/hr,1,812.9837036132812
rE,127.52996826171875,runEco,2,127.52996826171875
pwr,,w,5,
tpRE,1.765216588973999,runEco,9,1.765216588973999
frnrRE,138.38658142089844,runEco,10,138.38658142089844
timestamp,2022-05-04T13:49:43+00:00,,253,1020606583
position_lat,38.79263710230589,deg,0,462814188
position_long,-77.04957822337747,deg,1,-919237274
distance,0.73376,km,5,73376
enhanced_altitude,-2.1999999999999886,m,78,-2.1999999999999886
altitude,-2.1999999999999886,m,2,2489
enhanced_speed,11.692800000000002,km/h,73,3.248
speed,11.692800000000002,km/h,6,3248
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,91,rpm,4,91
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,812.9837036132812,c/hr,1,812.9837036132812
rE,127.52996826171875,runEco,2,127.52996826171875
pwr,,w,5,
tpRE,1.765216588973999,runEco,9,1.765216588973999
frnrRE,138.4751739501953,runEco,10,138.4751739501953
timestamp,2022-05-04T13:49:44+00:00,,253,1020606584
position_lat,38.79260583780706,deg,0,462813815
position_long,-77.04959347844124,deg,1,-919237456
distance,0.7374700000000001,km,5,73747
enhanced_altitude,-2.1999999999999886,m,78,-2.1999999999999886
altitude,-2.1999999999999886,m,2,2489
enhanced_speed,11.692800000000002,km/h,73,3.248
speed,11.692800000000002,km/h,6,3248
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,826.8209838867188,c/hr,1,826.8209838867188
rE,127.52996826171875,runEco,2,127.52996826171875
pwr,,w,5,
tpRE,1.77536141872406,runEco,9,1.77536141872406
frnrRE,138.57437133789062,runEco,10,138.57437133789062
timestamp,2022-05-04T13:49:45+00:00,,253,1020606585
position_lat,38.79257574677467,deg,0,462813456
position_long,-77.0496089849621,deg,1,-919237641
distance,0.7410800000000001,km,5,74108
enhanced_altitude,-2.3999999999999773,m,78,-2.3999999999999773
altitude,-2.3999999999999773,m,2,2488
enhanced_speed,11.7576,km/h,73,3.266
speed,11.7576,km/h,6,3266
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,826.8209838867188,c/hr,1,826.8209838867188
rE,127.52996826171875,runEco,2,127.52996826171875
pwr,,w,5,
tpRE,1.7804338932037354,runEco,9,1.7804338932037354
frnrRE,138.6953887939453,runEco,10,138.6953887939453
timestamp,2022-05-04T13:49:46+00:00,,253,1020606586
position_lat,38.79254959523678,deg,0,462813144
position_long,-77.04962474294007,deg,1,-919237829
distance,0.7442799999999999,km,5,74428
enhanced_altitude,-2.3999999999999773,m,78,-2.3999999999999773
altitude,-2.3999999999999773,m,2,2488
enhanced_speed,11.7936,km/h,73,3.276
speed,11.7936,km/h,6,3276
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,91,rpm,4,91
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,826.8209838867188,c/hr,1,826.8209838867188
rE,127.52996826171875,runEco,2,127.52996826171875
pwr,,w,5,
tpRE,1.7855063676834106,runEco,9,1.7855063676834106
frnrRE,138.78712463378906,runEco,10,138.78712463378906
timestamp,2022-05-04T13:49:47+00:00,,253,1020606587
position_lat,38.79252411425114,deg,0,462812840
position_long,-77.04964444041252,deg,1,-919238064
distance,0.74758,km,5,74758
enhanced_altitude,-2.3999999999999773,m,78,-2.3999999999999773
altitude,-2.3999999999999773,m,2,2488
enhanced_speed,11.826,km/h,73,3.285
speed,11.826,km/h,6,3285
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,142,bpm,3,142
cadence,91,rpm,4,91
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,826.8209838867188,c/hr,1,826.8209838867188
rE,127.52996826171875,runEco,2,127.52996826171875
pwr,,w,5,
tpRE,1.790578842163086,runEco,9,1.790578842163086
frnrRE,138.88186645507812,runEco,10,138.88186645507812
timestamp,2022-05-04T13:49:48+00:00,,253,1020606588
position_lat,38.792496621608734,deg,0,462812512
position_long,-77.0496660657227,deg,1,-919238322
distance,0.75119,km,5,75119
enhanced_altitude,-2.3999999999999773,m,78,-2.3999999999999773
altitude,-2.3999999999999773,m,2,2488
enhanced_speed,11.8584,km/h,73,3.294
speed,11.8584,km/h,6,3294
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,91,rpm,4,91
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,826.8209838867188,c/hr,1,826.8209838867188
rE,121.59659576416016,runEco,2,121.59659576416016
pwr,,w,5,
tpRE,1.7956513166427612,runEco,9,1.7956513166427612
frnrRE,138.88809204101562,runEco,10,138.88809204101562
timestamp,2022-05-04T13:49:49+00:00,,253,1020606589
position_lat,38.79246661439538,deg,0,462812154
position_long,-77.04968526028097,deg,1,-919238551
distance,0.75491,km,5,75491
enhanced_altitude,-2.3999999999999773,m,78,-2.3999999999999773
altitude,-2.3999999999999773,m,2,2488
enhanced_speed,11.8944,km/h,73,3.304
speed,11.8944,km/h,6,3304
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,142,bpm,3,142
cadence,89,rpm,4,89
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,812.442626953125,c/hr,1,812.442626953125
rE,121.59659576416016,runEco,2,121.59659576416016
pwr,,w,5,
tpRE,1.7956513166427612,runEco,9,1.7956513166427612
frnrRE,138.912841796875,runEco,10,138.912841796875
timestamp,2022-05-04T13:49:50+00:00,,253,1020606590
position_lat,38.79243794828653,deg,0,462811812
position_long,-77.04970110207796,deg,1,-919238740
distance,0.7583799999999999,km,5,75838
enhanced_altitude,-2.8000000000000114,m,78,-2.8000000000000114
altitude,-2.8000000000000114,m,2,2486
enhanced_speed,11.8944,km/h,73,3.304
speed,11.8944,km/h,6,3304
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,89,rpm,4,89
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,812.442626953125,c/hr,1,812.442626953125
rE,121.59659576416016,runEco,2,121.59659576416016
pwr,,w,5,
tpRE,1.7956513166427612,runEco,9,1.7956513166427612
frnrRE,138.9954833984375,runEco,10,138.9954833984375
timestamp,2022-05-04T13:49:51+00:00,,253,1020606591
position_lat,38.79240400157869,deg,0,462811407
position_long,-77.04970587976277,deg,1,-919238797
distance,0.76209,km,5,76209
enhanced_altitude,-3.0,m,78,-3.0
altitude,-3.0,m,2,2485
enhanced_speed,11.8944,km/h,73,3.304
speed,11.8944,km/h,6,3304
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,812.442626953125,c/hr,1,812.442626953125
rE,121.59659576416016,runEco,2,121.59659576416016
pwr,,w,5,
tpRE,1.7956513166427612,runEco,9,1.7956513166427612
frnrRE,139.09632873535156,runEco,10,139.09632873535156
timestamp,2022-05-04T13:49:52+00:00,,253,1020606592
position_lat,38.792373994365335,deg,0,462811049
position_long,-77.04971543513238,deg,1,-919238911
distance,0.7655,km,5,76550
enhanced_altitude,-3.1999999999999886,m,78,-3.1999999999999886
altitude,-3.1999999999999886,m,2,2484
enhanced_speed,11.8944,km/h,73,3.304
speed,11.8944,km/h,6,3304
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,91,rpm,4,91
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,812.442626953125,c/hr,1,812.442626953125
rE,121.59659576416016,runEco,2,121.59659576416016
pwr,,w,5,
tpRE,1.7922189235687256,runEco,9,1.7922189235687256
frnrRE,137.5330352783203,runEco,10,137.5330352783203
timestamp,2022-05-04T13:49:53+00:00,,253,1020606593
position_lat,38.79234608262777,deg,0,462810716
position_long,-77.04972892999649,deg,1,-919239072
distance,0.76881,km,5,76881
enhanced_altitude,-3.3999999999999773,m,78,-3.3999999999999773
altitude,-3.3999999999999773,m,2,2483
enhanced_speed,11.959200000000001,km/h,73,3.322
speed,11.959200000000001,km/h,6,3322
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,91,rpm,4,91
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,812.442626953125,c/hr,1,812.442626953125
rE,121.59659576416016,runEco,2,121.59659576416016
pwr,,w,5,
tpRE,1.7922189235687256,runEco,9,1.7922189235687256
frnrRE,137.61972045898438,runEco,10,137.61972045898438
timestamp,2022-05-04T13:49:54+00:00,,253,1020606594
position_lat,38.79231615923345,deg,0,462810359
position_long,-77.04974091611803,deg,1,-919239215
distance,0.7722899999999999,km,5,77229
enhanced_altitude,-3.6000000000000227,m,78,-3.6000000000000227
altitude,-3.6000000000000227,m,2,2482
enhanced_speed,11.959200000000001,km/h,73,3.322
speed,11.959200000000001,km/h,6,3322
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,91,rpm,4,91
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,826.3568115234375,c/hr,1,826.3568115234375
rE,121.59659576416016,runEco,2,121.59659576416016
pwr,,w,5,
tpRE,1.7972532510757446,runEco,9,1.7972532510757446
frnrRE,137.67227172851562,runEco,10,137.67227172851562
timestamp,2022-05-04T13:49:55+00:00,,253,1020606595
position_lat,38.79228321835399,deg,0,462809966
position_long,-77.049754075706,deg,1,-919239372
distance,0.77613,km,5,77613
enhanced_altitude,-3.8000000000000114,m,78,-3.8000000000000114
altitude,-3.8000000000000114,m,2,2481
enhanced_speed,11.9952,km/h,73,3.332
speed,11.9952,km/h,6,3332
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,91,rpm,4,91
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,826.3568115234375,c/hr,1,826.3568115234375
rE,121.59659576416016,runEco,2,121.59659576416016
pwr,,w,5,
tpRE,1.7972532510757446,runEco,9,1.7972532510757446
frnrRE,137.68545532226562,runEco,10,137.68545532226562
timestamp,2022-05-04T13:49:56+00:00,,253,1020606596
position_lat,38.79225270822644,deg,0,462809602
position_long,-77.04976773820817,deg,1,-919239535
distance,0.77971,km,5,77971
enhanced_altitude,-4.0,m,78,-4.0
altitude,-4.0,m,2,2480
enhanced_speed,11.9952,km/h,73,3.332
speed,11.9952,km/h,6,3332
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,91,rpm,4,91
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,826.3568115234375,c/hr,1,826.3568115234375
rE,121.59659576416016,runEco,2,121.59659576416016
pwr,,w,5,
tpRE,1.7972532510757446,runEco,9,1.7972532510757446
frnrRE,137.7503662109375,runEco,10,137.7503662109375
timestamp,2022-05-04T13:49:57+00:00,,253,1020606597
position_lat,38.792222114279866,deg,0,462809237
position_long,-77.04978358000517,deg,1,-919239724
distance,0.78338,km,5,78338
enhanced_altitude,-4.0,m,78,-4.0
altitude,-4.0,m,2,2480
enhanced_speed,11.9952,km/h,73,3.332
speed,11.9952,km/h,6,3332
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,826.3568115234375,c/hr,1,826.3568115234375
rE,121.59659576416016,runEco,2,121.59659576416016
pwr,,w,5,
tpRE,1.7972532510757446,runEco,9,1.7972532510757446
frnrRE,137.8679656982422,runEco,10,137.8679656982422
timestamp,2022-05-04T13:49:58+00:00,,253,1020606598
position_lat,38.79219160415232,deg,0,462808873
position_long,-77.04979891888797,deg,1,-919239907
distance,0.78704,km,5,78704
enhanced_altitude,-4.199999999999989,m,78,-4.199999999999989
altitude,-4.199999999999989,m,2,2479
enhanced_speed,11.9952,km/h,73,3.332
speed,11.9952,km/h,6,3332
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,826.3568115234375,c/hr,1,826.3568115234375
rE,121.59659576416016,runEco,2,121.59659576416016
pwr,,w,5,
tpRE,1.8073217868804932,runEco,9,1.8073217868804932
frnrRE,137.93917846679688,runEco,10,137.93917846679688
timestamp,2022-05-04T13:49:59+00:00,,253,1020606599
position_lat,38.79216427914798,deg,0,462808547
position_long,-77.04981392249465,deg,1,-919240086
distance,0.79034,km,5,79034
enhanced_altitude,-4.399999999999977,m,78,-4.399999999999977
altitude,-4.399999999999977,m,2,2478
enhanced_speed,12.06,km/h,73,3.35
speed,12.06,km/h,6,3350
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,142,bpm,3,142
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,818.0703735351562,c/hr,1,818.0703735351562
rE,121.59659576416016,runEco,2,121.59659576416016
pwr,,w,5,
tpRE,1.8123561143875122,runEco,9,1.8123561143875122
frnrRE,138.0245361328125,runEco,10,138.0245361328125
timestamp,2022-05-04T13:50:00+00:00,,253,1020606600
position_lat,38.79213033244014,deg,0,462808142
position_long,-77.04982951283455,deg,1,-919240272
distance,0.79434,km,5,79434
enhanced_altitude,-4.600000000000023,m,78,-4.600000000000023
altitude,-4.600000000000023,m,2,2477
enhanced_speed,12.096,km/h,73,3.36
speed,12.096,km/h,6,3360
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,818.0703735351562,c/hr,1,818.0703735351562
rE,121.59659576416016,runEco,2,121.59659576416016
pwr,,w,5,
tpRE,1.8173904418945312,runEco,9,1.8173904418945312
frnrRE,138.10824584960938,runEco,10,138.10824584960938
timestamp,2022-05-04T13:50:01+00:00,,253,1020606601
position_lat,38.79209923557937,deg,0,462807771
position_long,-77.04984309151769,deg,1,-919240434
distance,0.79799,km,5,79799
enhanced_altitude,-4.600000000000023,m,78,-4.600000000000023
altitude,-4.600000000000023,m,2,2477
enhanced_speed,12.128400000000001,km/h,73,3.369
speed,12.128400000000001,km/h,6,3369
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,818.0703735351562,c/hr,1,818.0703735351562
rE,121.59659576416016,runEco,2,121.59659576416016
pwr,,w,5,
tpRE,1.8224247694015503,runEco,9,1.8224247694015503
frnrRE,138.1281280517578,runEco,10,138.1281280517578
timestamp,2022-05-04T13:50:02+00:00,,253,1020606602
position_lat,38.79206771962345,deg,0,462807395
position_long,-77.04985641874373,deg,1,-919240593
distance,0.80167,km,5,80167
enhanced_altitude,-5.0,m,78,-5.0
altitude,-5.0,m,2,2475
enhanced_speed,12.1608,km/h,73,3.378
speed,12.1608,km/h,6,3378
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,818.0703735351562,c/hr,1,818.0703735351562
rE,121.59659576416016,runEco,2,121.59659576416016
pwr,,w,5,
tpRE,1.8224247694015503,runEco,9,1.8224247694015503
frnrRE,138.26968383789062,runEco,10,138.26968383789062
timestamp,2022-05-04T13:50:03+00:00,,253,1020606603
position_lat,38.79203528165817,deg,0,462807008
position_long,-77.04986899159849,deg,1,-919240743
distance,0.80545,km,5,80545
enhanced_altitude,-5.199999999999989,m,78,-5.199999999999989
altitude,-5.199999999999989,m,2,2474
enhanced_speed,12.1716,km/h,73,3.381
speed,12.1716,km/h,6,3381
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,142,bpm,3,142
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,818.0703735351562,c/hr,1,818.0703735351562
rE,121.59659576416016,runEco,2,121.59659576416016
pwr,,w,5,
tpRE,1.8324934244155884,runEco,9,1.8324934244155884
frnrRE,138.34999084472656,runEco,10,138.34999084472656
timestamp,2022-05-04T13:50:04+00:00,,253,1020606604
position_lat,38.79200192168355,deg,0,462806610
position_long,-77.04988148063421,deg,1,-919240892
distance,0.8092999999999999,km,5,80930
enhanced_altitude,-5.199999999999989,m,78,-5.199999999999989
altitude,-5.199999999999989,m,2,2474
enhanced_speed,12.24,km/h,73,3.4
speed,12.24,km/h,6,3400
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,142,bpm,3,142
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,812.9214477539062,c/hr,1,812.9214477539062
rE,121.59659576416016,runEco,2,121.59659576416016
pwr,,w,5,
tpRE,1.8375277519226074,runEco,9,1.8375277519226074
frnrRE,138.4337615966797,runEco,10,138.4337615966797
timestamp,2022-05-04T13:50:05+00:00,,253,1020606605
position_lat,38.79197199828923,deg,0,462806253
position_long,-77.04989271238446,deg,1,-919241026
distance,0.81276,km,5,81276
enhanced_altitude,-5.399999999999977,m,78,-5.399999999999977
altitude,-5.399999999999977,m,2,2473
enhanced_speed,12.2724,km/h,73,3.409
speed,12.2724,km/h,6,3409
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,141,bpm,3,141
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,812.9214477539062,c/hr,1,812.9214477539062
rE,121.59659576416016,runEco,2,121.59659576416016
pwr,,w,5,
tpRE,1.842561960220337,runEco,9,1.842561960220337
frnrRE,138.524169921875,runEco,10,138.524169921875
timestamp,2022-05-04T13:50:06+00:00,,253,1020606606
position_lat,38.79194173961878,deg,0,462805892
position_long,-77.04990134574473,deg,1,-919241129
distance,0.8161900000000001,km,5,81619
enhanced_altitude,-5.399999999999977,m,78,-5.399999999999977
altitude,-5.399999999999977,m,2,2473
enhanced_speed,12.3084,km/h,73,3.419
speed,12.3084,km/h,6,3419
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,142,bpm,3,142
cadence,91,rpm,4,91
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,812.9214477539062,c/hr,1,812.9214477539062
rE,121.59659576416016,runEco,2,121.59659576416016
pwr,,w,5,
tpRE,1.8475964069366455,runEco,9,1.8475964069366455
frnrRE,138.6477813720703,runEco,10,138.6477813720703
timestamp,2022-05-04T13:50:07+00:00,,253,1020606607
position_lat,38.79191676154733,deg,0,462805594
position_long,-77.04991006292403,deg,1,-919241233
distance,0.81904,km,5,81904
enhanced_altitude,-5.399999999999977,m,78,-5.399999999999977
altitude,-5.399999999999977,m,2,2473
enhanced_speed,12.3408,km/h,73,3.428
speed,12.3408,km/h,6,3428
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,142,bpm,3,142
cadence,91,rpm,4,91
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,812.9214477539062,c/hr,1,812.9214477539062
rE,121.59659576416016,runEco,2,121.59659576416016
pwr,,w,5,
tpRE,1.852630615234375,runEco,9,1.852630615234375
frnrRE,138.6923828125,runEco,10,138.6923828125
timestamp,2022-05-04T13:50:08+00:00,,253,1020606608
position_lat,38.79190024919808,deg,0,462805397
position_long,-77.04992590472102,deg,1,-919241422
distance,0.82131,km,5,82131
enhanced_altitude,-5.399999999999977,m,78,-5.399999999999977
altitude,-5.399999999999977,m,2,2473
enhanced_speed,12.3408,km/h,73,3.428
speed,12.3408,km/h,6,3428
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,91,rpm,4,91
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,812.9214477539062,c/hr,1,812.9214477539062
rE,131.18032836914062,runEco,2,131.18032836914062
pwr,,w,5,
tpRE,1.852630615234375,runEco,9,1.852630615234375
frnrRE,138.73150634765625,runEco,10,138.73150634765625
timestamp,2022-05-04T13:50:09+00:00,,253,1020606609
position_lat,38.79188465885818,deg,0,462805211
position_long,-77.0499427523464,deg,1,-919241623
distance,0.82356,km,5,82356
enhanced_altitude,-5.399999999999977,m,78,-5.399999999999977
altitude,-5.399999999999977,m,2,2473
enhanced_speed,12.3408,km/h,73,3.428
speed,12.3408,km/h,6,3428
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,142,bpm,3,142
cadence,90,rpm,4,90
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,806.2738037109375,c/hr,1,806.2738037109375
rE,131.18032836914062,runEco,2,131.18032836914062
pwr,,w,5,
tpRE,1.842561960220337,runEco,9,1.842561960220337
frnrRE,138.6726837158203,runEco,10,138.6726837158203
timestamp,2022-05-04T13:50:10+00:00,,253,1020606610
position_lat,38.791862949728966,deg,0,462804952
position_long,-77.04995607957244,deg,1,-919241782
distance,0.82623,km,5,82623
enhanced_altitude,-5.600000000000023,m,78,-5.600000000000023
altitude,-5.600000000000023,m,2,2472
enhanced_speed,12.3084,km/h,73,3.419
speed,12.3084,km/h,6,3419
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,142,bpm,3,142
cadence,89,rpm,4,89
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,806.2738037109375,c/hr,1,806.2738037109375
rE,131.18032836914062,runEco,2,131.18032836914062
pwr,,w,5,
tpRE,1.8123561143875122,runEco,9,1.8123561143875122
frnrRE,138.51544189453125,runEco,10,138.51544189453125
timestamp,2022-05-04T13:50:11+00:00,,253,1020606611
position_lat,38.79183981567621,deg,0,462804676
position_long,-77.0499636232853,deg,1,-919241872
distance,0.82889,km,5,82889
enhanced_altitude,-5.600000000000023,m,78,-5.600000000000023
altitude,-5.600000000000023,m,2,2472
enhanced_speed,12.1068,km/h,73,3.363
speed,12.1068,km/h,6,3363
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,141,bpm,3,141
cadence,89,rpm,4,89
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,806.2738037109375,c/hr,1,806.2738037109375
rE,131.18032836914062,runEco,2,131.18032836914062
pwr,,w,5,
tpRE,1.7871843576431274,runEco,9,1.7871843576431274
frnrRE,138.3566131591797,runEco,10,138.3566131591797
timestamp,2022-05-04T13:50:12+00:00,,253,1020606612
position_lat,38.79181081429124,deg,0,462804330
position_long,-77.04997041262686,deg,1,-919241953
distance,0.83216,km,5,83216
enhanced_altitude,-5.600000000000023,m,78,-5.600000000000023
altitude,-5.600000000000023,m,2,2472
enhanced_speed,11.9376,km/h,73,3.316
speed,11.9376,km/h,6,3316
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,142,bpm,3,142
cadence,89,rpm,4,89
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,806.2738037109375,c/hr,1,806.2738037109375
rE,131.18032836914062,runEco,2,131.18032836914062
pwr,,w,5,
tpRE,1.7720814943313599,runEco,9,1.7720814943313599
frnrRE,138.25326538085938,runEco,10,138.25326538085938
timestamp,2022-05-04T13:50:13+00:00,,253,1020606613
position_lat,38.79177971743047,deg,0,462803959
position_long,-77.0499805547297,deg,1,-919242074
distance,0.83575,km,5,83575
enhanced_altitude,-5.600000000000023,m,78,-5.600000000000023
altitude,-5.600000000000023,m,2,2472
enhanced_speed,11.8368,km/h,73,3.288
speed,11.8368,km/h,6,3288
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,141,bpm,3,141
cadence,89,rpm,4,89
temperature,22,C,13,22
fractional_cadence,0.0,rpm,53,0
eE,806.2738037109375,c/hr,1,806.2738037109375
